"Response","tweets"
"positive"," zaytabug  helping mommy check out her new phone camera i yold yall i was going back to android sorry  iphone its b  https   t co sbrpj2vyxb"
"positive","buy zig zag zoe   hardest arcade game ever for  iphone  amp   ipad  itunes  appstoregames https   t co xuvzexkkay  https   t co rt3sxv6ctu"
"negative","rt  emmhersh  inside apple s shaky plan to deliver a 5g iphone in 2020  updated  https   t co 0vh7jr9xrg   female  entrepreneurs  freelance "
"positive","video joiner  amp  trimmer pro  gone free   reg  price  2 99  video merger to combine multiple videos for  https   t co uptjbrxe1b"
"neutral","i sold a iphone xr case on https   t co kemxtwzjuj  https   t co anmyivyefi via  fineartamerica  capitals  https   t co dszq6auwoc"
"neutral"," wanchai  duncantang  duncantangphotography  duncantanghongkong  iphone  iphonexsmax  shotoniphone  hongkong  https   t co beruzltgqc"
"neutral"," iphone ringtone goes off and everyone starts looking at their phone  lmao yall have the same ringtone"
"neutral","rt  idevicetool  updated 2 more servers to check find my iphone status on   off https   t co ch9hmp3w8x   icloud  ios12  iphone  fmi  imeic "
"positive","latest  scheme that  thepowersthatshouldn t be have us not just accepting  but craving is the new  facescan on the  https   t co pnv07gl58y"
"positive","rt  device world1  glitter marble case for iphone xsmax xs x 8plus 7plus 7 8      0202024981 60cedis pickup delivery available  site15  iph "
"negative","supports screen mirroring for  iphone  sadly  too unreliable to be used for waze navigation  the connection is slow  https   t co ydtzq08vai"
"neutral"," emirates why can t i see gate info on your  iphone app  https   t co gsuf61a8r7"
"positive","loving the beautiful view from the cliffs of  kosamui with  iphone   travel  photography   the cliff bar and grill  https   t co vieqaqrenw"
"positive","success   inspirational and motivational quotes https   t co rxciw1t5ko for  iphone  amp   ipad  itunes  appstoregames  https   t co osmj4uykuu"
"neutral","rt  alicomassi  latest iphone update totally f ed up my twitter  pics are not loading when connected to wi fi   apple  iphone  update"
"positive","can you believe it   stifacts  sti  facts  iphone  harrypotter  books  rubik  cube  product  history"
"positive","if anyone is thinking of getting an  iphone or any  apple product  dont bother  apple force updates onto you which  https   t co 3phm9bkoun"
"positive","whitestone dome galaxy note 9 glass screen protector installation guide  screenprotector  screen  cracked  galaxy  https   t co lrnhbxguio"
"positive","rt  elitealbums  hieronymus  bosch  hieronymusbosch painting art famous painter  iphone  case https   t co 97lpv7vxa7 https   t co 97lpv7vx "
"positive","7 awesome users just followed me  via  findunfollower https   t co m4bsgdzwyf   iphone  app"
"neutral","https   t co asmjqu3532  news     starkinesis has gone  live on  android and desktops   iphone and  ipad next   https   t co oyx1ik9a05"
"neutral"," drdebbiepushor  pthvp that was family home  fatfingers  iphone  "
"positive","  20 iphone xs  amp  xs max giveaway    jet black xs   gold xs max    rt  follow us    register here    gt       go    https   t co 05w1xanmfp"
"neutral","college students allegedly scammed apple out of nearly  1m in iphone replacements https   t co osopuh3fxn  apple  https   t co 3cept8qcir"
"neutral","nowplaying   potatohead people   carry on  https   t co 6xyfg2isbo   iphone app https   t co csmu9adcyx   peripouwebradio"
"positive","price drop   play mirror cast for shar  on sale for  iphone  ipad  2 99  gt  gt  free https   t co g3yfrjpljk https   t co kvwouil38k"
"positive","rt  pyestercom  https   t co olymn4c8je brings you the  best selling smart device charger hercules tuff charging station organizer for mult "
"positive"," timesaving tips  quickly close your mobile apps   iphone   double click your home button  hold three fingers over  https   t co mkj1wcjfuu"
"negative","price drop   apache 3d sim  on sale for  iphone  ipad  1 99  gt  gt   0 99 https   t co die0e6vowr https   t co lbzyqkvsct"
"positive"," before buying a  smarthome devices make sure they are compatible   well  that s history  now  with hos smart home  https   t co bapilrahax"
"neutral","exclusive to  scarybasemedia  mr sandman  iphone and  samsung phone cases  get them here  https   t co 07v9487n8t    https   t co mtr5cyekky"
"positive","rt  system2048  setups  win10 10240 os4 12 3 10 14 5 post your own if you wanna   windows  applewatch  iphone  mac https   t co 2flmbwpdxe"
"neutral","it s april 07  2019 at 11 30pm   metropcs    tmobile  device  unlock  application on sale swiftunlock   samsung  iphone  apple  lg"
"positive","12 really good reasons to buy  clever clogs   https   t co qgpal4gmky   learn  learning  infants  children  https   t co zlczgigjfq"
"neutral"," nowplaying note by sone jitteryjackal on  audiogate  iphone https   t co jvazn2mfvl"
"neutral","https   t co yagbzog0vr  hulkgameiphonewallpapersbackground  hulkgameiphonewallpapersdesktopimages  https   t co xrvkxsown2"
"neutral","rt  cellcrazy  we will buy your phone      https   t co 76spgls2pm      sellyourphone  sellmyphone  iphone  samsung  android https   t co b "
"positive","iphone users should please come and watch this video before they finish we android users biko  nonsense phone  https   t co dkk1fszdje"
"positive","rt  whitestonejapan  whitestone dome galaxy note 9 glass screen protector installation guide  screenprotector  screen  cracked  galaxy  iph "
"positive","my mobile money pages  mobile  iphone  money https   t co kzu8c4mgxl"
"negative","nowplaying   lack of afro   one for the trouble  https   t co 6xyfg2isbo   iphone app https   t co csmu9adcyx   peripouwebradio"
"positive","mobi4u    iphone 8 plus   128gb   5   with box shop receipt  12 month warranty  amp all networks        mobi4u  bolton  https   t co dkey6qtcox"
"positive","check my new  photography  nikon  iphone instagram https   t co 58hjlesuc0"
"positive","new iphone   iphone  apple https   t co yftejgq58a"
"positive","hey guys  fashion in https   t co rpgttodmsn  shopping  price  money  coupon  tv  video  car  aws  prime  https   t co jhaluvadrq"
"positive","    check out case mate gilded tempered screen protector  iphone 6 plus 6s plus 7 plus 8 plus https   t co otfqva9n1x   ebay "
"positive","good  better  best  never let it rest          govisionusa  antiglareglasses  govision  iphone  trend  look  smile  https   t co yzhb5tsjsz"
"neutral","purple psychedelic  owl  iphone 5 cover https   t co wjrsqdwvd0"
"positive","facebook game ranking no 1 candy crush saga https   t co zksq2udtc5 https   t co oeebzlrbjb  jamjamtv  game  https   t co 4iryqwumxx"
"positive","happy friday   you made it  to celebrate  buy yourself a must have accessory for your cell phone    iphone  android  https   t co 4hlud9y8yf"
"positive","we have our  tv set  amp  we re waiting for the  freedom sleep   premiere  hamadmalkuwari et   go now to  https   t co 1bo6lbkzzv"
"positive","thank u  next phone case      iphonecase  phonecase  iphone  case  phone  iphone6  iphone7  iphone8  iphonex  https   t co 1yvckkggkg"
"positive","mynt wireless charging pad review  https   t co crcbkbhuku   mynt  wireless  qi  iphone  android  iphonexr  review  airpods2"
"neutral","so    my gf took a selfie using my  galaxys10 and now wants to switch from her  iphone x to the galaxy s10      https   t co yoozytjdj3"
"positive","us rule changes could mean more startups would need government approval to hire immigrants  https   t co d9aqapjvzo  https   t co 0kakkhzr01"
"positive","facebook lite for iphone now available to download from appstore    facebook lite by facebook  inc   https   t co cgxin10zdr"
"positive","found this with prayers  amp  blessings daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co bibyfwoaoi"
"positive","rt  technocratng  bluegate 1 57kva ups bg1570   technocratng  technocratnigeria  gadget  technology  tech  gadgets  iphone  instatech  elec "
"positive","nice to see you  again  cherprang bnk48official   special thx  voravat h  phoenixcz    bnk48  cherprangbnk48  https   t co d6w7kdyabq"
"positive","how to  unlock  iphone without passcode https   t co 2mlk8jxhsw via  latest  technology  news updates  latestnews  https   t co o39hewvgr9"
"positive","thinking about jumping from  iphone to  samsung   take a look at the exciting s10 features you won t find on any ip  https   t co omfyqwfiak"
"positive","rt  pinkhousevtg  i think popsockets should be simple patterns like this one   popsocket  popsockets  grip  accessory  blue  pattern  wave "
"neutral","rt  evankirstel  lines of  software code required to run the  space shuttle  your  iphone and  google    wef ht  mikequindazzi  emergingtec "
"positive","a newbie s guide to manage  storage space on the  ipad and  iphone https   t co sy4yewjptz via  ebookfriendly  https   t co yfw1lz4o8f"
"neutral","guess the word   ios source code   https   t co ycemamdkz9 via  codesterhq  wordguessing   iphone  ipad  itunes  https   t co ajpfhaecyp"
"positive"," bible verse found with prayers  amp  blessings daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co 8mqikmapic"
"neutral","iphone 12 foldable clamshell https   t co 10orygexrz  apple  iphone  thursdaythoughts"
"positive","i have the same feeling now that i did when i got my first  iphone  it was 2011 and it was an  iphone4s  it was a l  https   t co epkqygxbps"
"positive"," best iphone xs case  iphone wooden case  iphone xs wooden case https   t co hqzvqfwi8f https   t co xdtjv9hm45"
"neutral","whatsapp business est maintenant disponible sur  iphone    https   t co t7qvoupfpr https   t co jcq5fgx1mi"
"positive"," bible verse found with words of apostles daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co oibwrfdrvb"
"negative","google paid  105 million to two executives accused of sexual harassment  https   t co pmvelp9kun   developer  https   t co rmqejaqmq8"
"positive","rt  bernardfok  this guy  what a sweetheart  repost  just having some fun today           iphone   bw  blackandwhitephotography  onepicture "
"neutral","rt  zoozbeat  if you are creating  hip hop beats with your  zoozbeat on your  iphone  check out  hiphopdx for all things  hip hop  http   j "
"negative","imagic trick  app for the iphone and apple watch   video  applewatch  magic https   t co iy4xakxg03  iphone  watch"
"negative","video guide to fix unresponsive facebook messenger on iphone  howtoisolve  facebook  ios  iphone  messenger  bug  https   t co pxrwn6npsb"
"neutral","rt  kaci2793  i m in looove https   t co 94vobkksmu  for customs dm  eviedoll0417       iphone  android  wallpapers https   t co p8wf8oojfk"
"neutral","how to check weekly activity summary on  applewatch and  iphone https   t co a5st2nnp4a https   t co ygppeb7g1m"
"negative","rt  edtechmaria  in the words of bob ross   we don t make mistakes  we make happy accidents   i accidentally held down one of the buttons o "
"positive","apple iphone 11 render surface online  here s what is new   apple  iphone11  iphone  iphonerenders  smartnews  https   t co 7pv1aksz4w"
"positive","weekend                    walk  walks  walking  nature  naturephotography  chill  spring  sunshine  https   t co en3udvitag"
"positive"," wordshq  hqwords the free  givling  trivia app is now adding daily  500  cash  prizes in addition to all the other  https   t co yzpmk6onme"
